Country Name,Country Code,Series Name,Series Code,1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
Ireland,IRL,Cereal production (metric tons),AG.PRD.CREL.MT,1431400,1296500,1440900,1379700,1253000,1833000,1768000,1916000,2064800,2046800,2177700,1990700,2513800,2095800,1954800,2107800,2077800,1918800,1965820,1968048.39,2025770.8,1633158.66,1618110.58,1803329.58,2150592.05,1952836.76,1875440.01,2025967.25,2177490.65,2169040.7,1966954.95,2152352.89,2507508.33,1947926.55,2090355.84,2006462.35,2463992.68,2066174.9,2043780.93,2512186.79,2127500,2403000,2599817.27,2635748.65,2312985.31,2394645.57,1784900,2267990,1892640,2363950
Ireland,IRL,Land under cereal production (hectares),AG.LND.CREL.HA,372110,351351,347988,338972,349855,372500,387839,400942,444000,429000,412500,395300,406800,400100,364500,335300,324100,320000,298874,301800,300508,285112,270214,274115,293716,310116,300717,290017,279318,286118,299519,303119,310418,282115,280012,279109,322307,300004,274102,297600,315595,307995,306894,292594,281290,272627,260970,266660,265640,274670
Isle of Man,IMN,Cereal production (metric tons),AG.PRD.CREL.MT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Isle of Man,IMN,Land under cereal production (hectares),AG.LND.CREL.HA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Israel,ISR,Cereal production (metric tons),AG.PRD.CREL.MT,385650,301700,352700,311700,251450,263650,190900,151700,303400,260900,203700,437100,173400,240850,285850,411650,309050,318800,396564,277320,342715.06,297038.66,183954,309380,264166.62,187072.69,248700,123030,182870,241640,271105,305620,273337.55,307620.25,245105.56,283464.48,198842.75,257009.47,241055.51,273519.91,356387.62,336558.34,372420.26,321746.39,262284.33,173788.48,150689.74,184113.18,246807.47,268284.8
Israel,ISR,Land under cereal production (hectares),AG.LND.CREL.HA,145940,132440,149840,143000,140410,137950,124770,121390,130970,133470,122010,134030,105800,107500,116199,115416,108570,114820,113760,104882,104906,98523,97556,98728,94445,95000,100683,73742,74846,98436,100800,92430,89130,104210,102192,103000,81533,80971,79358,74544,82891,80572,75847,64622,54248,54361,61175,50788,64355,76461
Italy,ITA,Cereal production (metric tons),AG.PRD.CREL.MT,15616689,15746610,16640396,16921900,16495300,14409200,17662800,17621700,17995200,18457268,18337400,18081100,19927800,18028600,18697900,18399800,17400000,17132670,17410540,19219130,19890867,19771428,19186472,19679024,20899946,19916519,20731020,21067676,20660952,19933158,21248429,17864361,23283207,21423171,20206559,20350618,21613374,17705746,18502904,19521138.3,18594125.5,18214664,19396843.8,17694873.4,18219221,16251718,16548350,16363450,16945440,16568150
Italy,ITA,Land under cereal production (hectares),AG.LND.CREL.HA,5335821,5278781,5270970,5124766,5145201,4504694,5138256,5129977,5110637,5006438,5115001,5127063,5074307,4821364,4849747,4693753,4570559,4627087,4413402,4401724,4225437,4075797,4103767,4216267,4223665,4195050,4082355,4173966,4137209,4134297,4284649,4147562,4276507,3995818,3801047,3933244,4037602,3480655,3476388,3438491,3498385,3459869,3392536,3275506,3253985,3140579,3092700,3066520,3011730,2978390
Jamaica,JAM,Cereal production (metric tons),AG.PRD.CREL.MT,4479,4140,10132,13846,13077,10553,10273,7309,6782,6374,4630,7040,9044,8153,7030,6226,3793,3431,2381,3466,4334,3564,4081,3899,4067,3150,2228,2164,1781,2116,1765,2057,1611,1929,1895,1738,1997,2509,2626,2967.7,3121,2996,2512,2365,2353.6,2540,2177.09,2059,2018,2122
Jamaica,JAM,Land under cereal production (hectares),AG.LND.CREL.HA,4049,3575,6526,7400,7090,4893,6044,4685,3799,3851,2951,3690,4430,4391,5173,4592,2366,2648,2134,2697,2902,2266,2903,2862,2959,2716,1938,1773,1553,1750,1496,1672,1359,1536,1542,1422,1543,1907,2073,2188,2433,2496,2206,2069,2159,2185,1896,1829,1811,1898
Japan,JPN,Cereal production (metric tons),AG.PRD.CREL.MT,16168610,16287820,16511820,17624830,15712220,17495960,16483170,15938870,13191708,13824230,14000333,14059961,16012384,15856023,15805100,14526600,13866800,14317700,14449107,13069924.88,14285806.7,10737390,15787203.37,14121766.07,13668044.47,13319770,11933530,12282680,12796066.71,12254842.67,12184519.33,10824201.51,11993783.7,12433769.16,11741858.54,12024848.13,12151091.21,11461384.89,11454614.23,11657491.61,12166480.7,12264625.46,12285001.04,12141378.23,11924734.91,11903650.57,11575321.24,11843135.57,11685535.79,11898830.87
Japan,JPN,Land under cereal production (hectares),AG.LND.CREL.HA,2935910,2833610,2932850,2970510,2977950,2949640,2795168,2793552,2723782,2654960,2637374,2652555,2687684,2711736,2679339,2555938,2535438,2523524,2471494,2413369,2430921,2424140,2448141,2352386,2220809,2197439,2054154,2047487,2045200,2006684,2002225,1985726,2018378,2020451,2006323,1983627,1940319,1936221,1956822,1939505,1947101,1952515,1942251,1922104,1906923,1894128,1807311,1809013,1805312,1753108
Jordan,JOR,Cereal production (metric tons),AG.PRD.CREL.MT,246449,56478,285121,62974,80954,74829,69413,21721,172193,70217,72247,129200,62030,82711,41046,115268,127093,79576,129010,101779,144313,88891.5,74916,90546,72773,71590,65317,14460,38302,37200,100958,69009.52,38613,71630,47465,35515,28220,41152,58260,66582,69627,87914,81280,68941,69268,62088,84762,114194,133241,92521.45
Jordan,JOR,Land under cereal production (hectares),AG.LND.CREL.HA,285188,132827,311469,173126,191425,172963,188057,143583,184623,146944,150962,155807,115268,134451,66454,125477,125766,87014,105746,108539,120512,64864,60084,76321,54909,79567,62907,7851,31765,33885,88162,55780,39960,65853,63406,49995,40405,47914,42968,42817,52624,60762,61768,61812,54334,47410,55609,69556,62086,40400
Kazakhstan,KAZ,Cereal production (metric tons),AG.PRD.CREL.MT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,29649100,21530700,16399233.41,9476320,11210020,12358980,6380160,14248300,11539396,15865279,15926090,14738300,12337671,13750260,16472690,20082040,15530034,20763550,12115916,26825597.9,12788631.4,18157040.27,17110959.3,18585931.63,20410625,20129018,19989899.93,17503000.48,20185601.65,16566888.05
Kazakhstan,KAZ,Land under cereal production (hectares),AG.LND.CREL.HA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,22152350,21780600,19539401,16318400,15515738,14107406,11370199,10928040,12243028,13040961,13900900,13677800,13951832,13775200,14068409,15134650,15356610,16570000,15068400,15886231,14784092,15586966,14590623,14542276,15144296,14854952,14700753,15160597,15664493,15793195
Kenya,KEN,Cereal production (metric tons),AG.PRD.CREL.MT,2214950,2445860,2541882,2627749,3236349,3177352,2778901,2377734,2231089,2229399,2946815,2713320,1739552,2915624,3385292,2896914,3300425,3160756,2788475,2923992,2997899,2539301,3624079,3229877,2669157,2700368,2927285,2802247,2591351,3369648.3,3045518,3351497,3199022,3585080,3936250.35,3613833.84,2866110.72,2898883.86,4347437,4058581,4711585,4536942,4227112.63,4523082.62,3892022.42,3711200.84,4805992.21,4621356.41,4881355.14,3969251.22
Kenya,KEN,Land under cereal production (hectares),AG.LND.CREL.HA,1721646,1872408,1879861,1881305,2044704,2048900,1971500,1853700,1796750,1427630,1501439,1619035,1295163,1784513,1794808,1846906,1890731,1834500,1785368,1707540,1804764,1737790,1889290,1842401,1903025,1932660,1841097,1962713,1884669,2055178,2046310,2102634,1771599,2177936,2390855,2038151,2021880,2332573,2542199,2679558,2700291,2730562,2669565,2551453,2814068,2602578,2811802,2874113,2649215,2668243
Kiribati,KIR,Cereal production (metric tons),AG.PRD.CREL.MT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kiribati,KIR,Land under cereal production (hectares),AG.LND.CREL.HA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Korea, Dem. People's Rep.",PRK,Cereal production (metric tons),AG.PRD.CREL.MT,4309500,4816500,5068000,5246700,5490600,5798900,5798200,6006100,5752400,6254900,5329000,5481000,5825000,5841000,6232000,6240000,6252000,6466000,6280305,8823709.59,8681000,9137000,7215000,3805000,2614000,2886000,4440000,3852000,2942000,3879704,4211000,4393000,4485000,4645400,4675500,3892500,4680528.17,4437509.74,4514870.92,4694507.75,5195203.79,5199405.86,5223725.87,4481457.55,4975484.59,4844532.35,4236284.17,5702454.88,4662710.34,4481693.78
"Korea, Dem. People's Rep.",PRK,Land under cereal production (hectares),AG.LND.CREL.HA,1523000,1558000,1592000,1616000,1618000,1635000,1638000,1635000,1611000,1630000,1588000,1592000,1580000,1573000,1561000,1633000,1615000,1631000,1600714,1573441,1551887,1491319,1524142,1515183,1406376,1446943,1425050,1348472,1238522,1286500,1319747,1351565,1307744,1379377,1319380,1332386,1316647,1318971,1318580,1309000,1324500,1306500,1258174,1226457,1219569,1206343,1208012,1300225,1333835,1322871
"Korea, Rep.",KOR,Cereal production (metric tons),AG.PRD.CREL.MT,7979340,8056924,8281408,9044456,9882637,9643628,10541876,10148227,6676479,8530055,8583504,8995642,9269310,8807552,8637576,8467053,9163507,8950058,8434015,7720465,7677307,6814911,7158465,6767246,7505223,7607782,7070638,7395754,7435175,7746435,6990361,6400167,7014673,6721823,6541077,6235335,6752447,6757669.49,6020702.01,5825775.77,5604303.9,5810450.68,5852499.19,5976258.87,5831045.8,5487987.7,5418615.89,5272890.2,4945349.62,5431955.51
"Korea, Rep.",KOR,Land under cereal production (hectares),AG.LND.CREL.HA,2053860,1985956,2031202,2052241,2033637,1840488,1860028,1771719,1646125,1648832,1584654,1626971,1621738,1518939,1469916,1516045,1491943,1470589,1440980,1369123,1293007,1280481,1219068,1173787,1172121,1152191,1172432,1171311,1165478,1198104,1161751,1105973,1091445,1066572,1038286,1033147,1018461,1001837,970738,925794,913383,896782,884328,876942,858433,821734,820104,806430,796099,797710
Kosovo,XKX,Cereal production (metric tons),AG.PRD.CREL.MT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kosovo,XKX,Land under cereal production (hectares),AG.LND.CREL.HA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kuwait,KWT,Cereal production (metric tons),AG.PRD.CREL.MT,20,24,9,28,32,27,131,225,220,413,505,780,776,3109,3148,3415,3687,2472,1830,884.95,136.6,787,1235,1961,3417,3616,6148,6343,7996,9251,13633,21809,9630,10078,14576,23234,15747,13651,20303,35457,26862,33254,53636,9312,5257,6103,11217,31382,26691.37,17491.89
Kuwait,KWT,Land under cereal production (hectares),AG.LND.CREL.HA,10,9,4,14,15,13,44,72,69,135,165,256,257,591,555,615,699,691,501,302,23,171,135,291,526,591,1249,1419,1425,1583,1860,2127,1556,1569,1672,2213,1705,1711,1879,2502,1949,1850,2453,1423,1007,1079,1070,1781,1993,1559
Kyrgyz Republic,KGZ,Cereal production (metric tons),AG.PRD.CREL.MT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1596100,1537600,1059790,911080,1325419,1610388,1607530,1617630,1550090,1794556,1712217,1633632,1708898,1621549,1504006,1417557,1440359.03,1858103,1510268.31,1504682.83,1357040.8,1728265,1355798.3,1753400.4,1763628.63,1720953.81,1783480.01,1823519.39,1901475.37,1376462.99
Kyrgyz Republic,KGZ,Land under cereal production (hectares),AG.LND.CREL.HA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,573600,622100,584490,558680,614138,678640,644691,651327,580709,625958,642377,588876,594097,605537,589663,564107,605138,612378,578541,578031,573287,595136,595628,584652,568150,556326,563996,563869,583204,589513
Lao PDR,LAO,Cereal production (metric tons),AG.PRD.CREL.MT,843330,910310,931914,938000,691325,727621,753380,898610,1081495,1187445,1127049,1132450,1355005,1428510,1490981,1242881,1054211,1447954,1558061,1292405,1561060,1298250,1632811,1468204,1491595,1738300,1784400,2198925,2318700,2446569,2540622,2518278,2732500,2940560,3113650,3398240,4077685,4279186,4091515,4161995,4614695,4628645,5414864.74,5618250,5701160,5232304,4566380,4328125,4203100,4920000
Lao PDR,LAO,Land under cereal production (hectares),AG.LND.CREL.HA,679790,680000,701800,698000,553664,585700,606750,717490,760360,775990,768362,724141,683658,690373,671262,566782,562643,626533,686970,591054,597884,578863,639020,589012,591121,639295,663938,758307,768370,790645,783060,807987,837820,822020,856720,885573,1015485,1026161,1067859,1029355,1130582,1103220,1201221,1219177,1232237,1163324,1013794,1002440,1047023,1120180
Latvia,LVA,Cereal production (metric tons),AG.PRD.CREL.MT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1143400,1230700,896100,689040,960800,1035200,958900,783400,923624,928000,1028500,932400,1059500,1314300,1158700,1535200,1689400,1663100,1435500,1412000,2124500,1948700,2227200,3021500,2703200,2692500,2057300,3163200,3497100,2994600
Latvia,LVA,Land under cereal production (hectares),AG.LND.CREL.HA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,696700,693600,486300,408450,446200,482800,466000,415600,420021,443700,415000,428500,436700,468900,511800,521900,544200,540800,517200,515700,563900,577600,638800,669500,706100,633500,679800,733900,750000,767800
Lebanon,LBN,Cereal production (metric tons),AG.PRD.CREL.MT,76416,65638,92444,82700,55700,60760,56600,48600,30450,29575,30420,27200,25831,34450,46530,70482,73032,79361,77358,83213,88401,80905,79109,100385,93796,89657,102843,93000,122800,152950,140144,145835.93,165056.82,177240,189400,153370,177000,146600,111784.67,158638.17,188629.35,178658.66,176627.23,180116.43,181183.97,166851.49,163628.25,175548.84,133537.9,133529.55
Lebanon,LBN,Land under cereal production (hectares),AG.LND.CREL.HA,62528,61136,65261,66000,57600,54100,55300,53200,26050,23445,24280,24105,21661,25730,30990,38629,39715,40474,41186,41094,42097,37550,38255,39077,38289,54700,52922,53500,50850,52529,56796,61481,60514,65570,70545,70040,65855,55978,42586,57410,65286,59924,52164,55104,57418,57565,55157,56316,56309,61304
Lesotho,LSO,Cereal production (metric tons),AG.PRD.CREL.MT,104350,150350,264905,154422,119658,251026,288249,228837,194497,171796,125048,123097,131679,167107,132455,146191,233910,199365,242119,67253.8,93800.14,153256.22,222852.81,81221,257418,206026,171933,173865,149723.48,254959.76,149947.22,116475.05,109279.54,111647.04,118736,72685,74020,75442,173193,103973.07,101482.44,107674.04,115905.67,83009.96,25861.56,216184.46,158027.66,35280.56,28707.23,121810.48
Lesotho,LSO,Land under cereal production (hectares),AG.LND.CREL.HA,278192,255700,291267,219636,186945,166497,205573,200825,202642,206760,188220,181070,202934,231890,194965,242934,281473,216845,233506,146106,153239,157568,272374,104613,217487,202828,127047,184312,208295,256109,203652,191237,183527,162555,227263,166875,189788,179180,190512,156791,155298,140858,170302,126100,55393,219070,221393,50729,66250,171380
Liberia,LBR,Cereal production (metric tons),AG.PRD.CREL.MT,210000,225000,248000,229000,245000,256000,244000,249000,243000,269000,284000,290000,298000,289000,288000,297700,297700,294090,180000,100000,110000,65000,50000,56200,94450,168400,209400,196300,183400,145000,110000,100000,110000,154800,164000,231800,295150,293000,296090,291000,297000,270000,266000,296000,335180,247495,257995,276400,279000,255600
Liberia,LBR,Land under cereal production (hectares),AG.LND.CREL.HA,170000,182000,201000,191000,200000,206000,194000,201000,197000,210000,210000,235710,231600,230731,233104,235830,233200,252200,175000,110000,120000,60000,45000,50000,75600,135200,161900,153700,143500,130000,120000,120000,120000,120000,130000,160000,190000,247580,251230,248070,231072,215979,226968,262154,312314,233590,238090,245000,240000,240000
Libya,LBY,Cereal production (metric tons),AG.PRD.CREL.MT,160131,274089,186860,270184,332909,110732,299221,213486,214831,247730,292800,417587,275134,234575,284850,275970,283231,321878,272536,257988.97,218124.02,180161.03,165154.92,146510.94,159800,206200,212700,212700,221780,217800,217100,216700,218465,233600,213470,213770,213200,215350,243539.07,275210,307526.56,305900,304363.03,254599.99,299287.67,209512.43,279466.7,219422.27,209467.13,209452.03
Libya,LBY,Land under cereal production (hectares),AG.LND.CREL.HA,275546,437084,469483,571905,719036,386140,687232,607010,555230,450280,380480,551730,474480,394225,423800,444559,429186,483517,404060,368050,310683,258651,244256,215738,235680,246400,301400,326200,347794,351639,343366,349496,352353,375080,342860,343131,342925,339590,363548,414184,452726,460852,456480,382691,446754,309919,405789,324458,311286,311057
Liechtenstein,LIE,Cereal production (metric tons),AG.PRD.CREL.MT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Liechtenstein,LIE,Land under cereal production (hectares),AG.LND.CREL.HA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lithuania,LTU,Cereal production (metric tons),AG.PRD.CREL.MT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2206141.65,2681041.65,2106741.65,1915041.65,2623641.65,2953841.65,2725441.23,2057892.12,2667601.65,2356159.83,2539100,2625800,2859400,2811100,1857800,3017000,3421900,3806600,2796700,3225900,4656600,4474800,5123200,6066749,5120821,5074188,3999510,5207890,6544720,5340820
Lithuania,LTU,Land under cereal production (hectares),AG.LND.CREL.HA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1141182,1275493,1201505,1033620,1085423,1167819,1113152,1018372,985259,940596,918000,864600,878500,956100,962900,1003300,1022000,1103500,1012000,1064700,1159700,1213400,1288800,1329091,1326697,1199510,1257230,1349570,1382440,1356510
Luxembourg,LUX,Cereal production (metric tons),AG.PRD.CREL.MT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,152830,144299,169038,164133.42,178984,160569,161461,148351,190722,188562,166184,149591,153433,173287,168563,176516,139262,149291,157630,163590,146230,147160
Luxembourg,LUX,Land under cereal production (hectares),AG.LND.CREL.HA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,28680,28061,29408,28907,27981,28496,28849,28513,31233,30403,29711,28805,27782,29039,28399,29287,27855,27960,26300,27390,25490,26310
"Macao SAR, China",MAC,Cereal production (metric tons),AG.PRD.CREL.MT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Macao SAR, China",MAC,Land under cereal production (hectares),AG.LND.CREL.HA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
